Date,GS3,GS1,GS10,GS5,GS3M,GS6M
01/03/2009,1.309999943,0.639999986,2.819999933,1.820000052,0.219999999,0.430000007
01/04/2009,1.320000052,0.550000012,2.930000067,1.860000014,0.159999996,0.349999994
01/05/2009,1.389999986,0.5,3.289999962,2.130000114,0.180000007,0.300000012
01/06/2009,1.75999999,0.50999999,3.720000029,2.710000038,0.180000007,0.310000002
01/07/2009,1.549999952,0.479999989,3.559999943,2.460000038,0.180000007,0.280000001
01/08/2009,1.649999976,0.460000008,3.589999914,2.569999933,0.170000002,0.270000011
01/09/2009,1.480000019,0.400000006,3.400000095,2.369999886,0.119999997,0.209999993
01/10/2009,1.460000038,0.370000005,3.390000105,2.329999924,0.07,0.159999996
01/11/2009,1.320000052,0.310000002,3.400000095,2.230000019,0.050000001,0.150000006
01/12/2009,1.379999995,0.370000005,3.589999914,2.339999914,0.050000001,0.170000002
01/01/2010,1.49000001,0.349999994,3.730000019,2.480000019,0.059999999,0.150000006
01/02/2010,1.399999976,0.349999994,3.690000057,2.359999895,0.109999999,0.180000007
01/03/2010,1.50999999,0.400000006,3.730000019,2.430000067,0.150000006,0.230000004
01/04/2010,1.639999986,0.449999988,3.849999905,2.579999924,0.159999996,0.239999995
01/05/2010,1.320000052,0.370000005,3.420000076,2.180000067,0.159999996,0.219999999
01/06/2010,1.169999957,0.319999993,3.200000048,2,0.119999997,0.189999998
01/07/2010,0.980000019,0.289999992,3.00999999,1.75999999,0.159999996,0.200000003
01/08/2010,0.779999971,0.25999999,2.700000048,1.470000029,0.159999996,0.189999998
01/09/2010,0.74000001,0.25999999,2.650000095,1.409999967,0.150000006,0.189999998
01/10/2010,0.569999993,0.230000004,2.539999962,1.179999948,0.129999995,0.180000007
01/11/2010,0.670000017,0.25,2.75999999,1.350000024,0.140000001,0.180000007
01/12/2010,0.99000001,0.289999992,3.289999962,1.929999948,0.140000001,0.189999998
01/01/2011,1.029999971,0.270000011,3.390000105,1.99000001,0.150000006,0.180000007
01/02/2011,1.279999971,0.289999992,3.579999924,2.25999999,0.129999995,0.170000002
01/03/2011,1.169999957,0.25999999,3.410000086,2.109999895,0.100000001,0.159999996
01/04/2011,1.210000038,0.25,3.460000038,2.170000076,0.059999999,0.119999997
01/05/2011,0.939999998,0.189999998,3.170000076,1.840000033,0.039999999,0.090000004
01/06/2011,0.709999979,0.180000007,3,1.580000043,0.039999999,0.100000001
01/07/2011,0.680000007,0.189999998,3,1.539999962,0.039999999,0.079999998
01/08/2011,0.379999995,0.109999999,2.299999952,1.019999981,0.02,0.059999999
01/09/2011,0.349999994,0.100000001,1.980000019,0.899999976,0.01,0.039999999
01/10/2011,0.469999999,0.109999999,2.150000095,1.059999943,0.02,0.050000001
01/11/2011,0.389999986,0.109999999,2.00999999,0.910000026,0.01,0.050000001
01/12/2011,0.389999986,0.119999997,1.980000019,0.889999986,0.01,0.050000001
01/01/2012,0.360000014,0.119999997,1.970000029,0.839999974,0.029999999,0.07
01/02/2012,0.379999995,0.159999996,1.970000029,0.829999983,0.090000004,0.119999997
01/03/2012,0.50999999,0.189999998,2.170000076,1.019999981,0.079999998,0.140000001
01/04/2012,0.430000007,0.180000007,2.049999952,0.889999986,0.079999998,0.140000001
01/05/2012,0.389999986,0.189999998,1.799999952,0.75999999,0.090000004,0.150000006
01/06/2012,0.389999986,0.189999998,1.620000005,0.709999979,0.090000004,0.150000006
01/07/2012,0.330000013,0.189999998,1.529999971,0.620000005,0.100000001,0.150000006
01/08/2012,0.370000005,0.180000007,1.679999948,0.709999979,0.100000001,0.140000001
01/09/2012,0.340000004,0.180000007,1.720000029,0.670000017,0.109999999,0.140000001
01/10/2012,0.370000005,0.180000007,1.75,0.709999979,0.100000001,0.150000006
01/11/2012,0.360000014,0.180000007,1.649999976,0.670000017,0.090000004,0.140000001
01/12/2012,0.349999994,0.159999996,1.720000029,0.699999988,0.07,0.119999997
01/01/2013,0.389999986,0.150000006,1.909999967,0.810000002,0.07,0.109999999
01/02/2013,0.400000006,0.159999996,1.980000019,0.850000024,0.100000001,0.119999997
01/03/2013,0.389999986,0.150000006,1.960000038,0.819999993,0.090000004,0.109999999
01/04/2013,0.340000004,0.119999997,1.75999999,0.709999979,0.059999999,0.090000004
01/05/2013,0.400000006,0.119999997,1.929999948,0.839999974,0.039999999,0.079999998
01/06/2013,0.579999983,0.140000001,2.299999952,1.200000048,0.050000001,0.090000004
01/07/2013,0.639999986,0.119999997,2.579999924,1.399999976,0.039999999,0.07
01/08/2013,0.699999988,0.129999995,2.74000001,1.519999981,0.039999999,0.07
01/09/2013,0.779999971,0.119999997,2.809999943,1.600000024,0.02,0.039999999
01/10/2013,0.629999995,0.119999997,2.619999886,1.370000005,0.050000001,0.079999998
01/11/2013,0.579999983,0.119999997,2.720000029,1.370000005,0.07,0.100000001
01/12/2013,0.689999998,0.129999995,2.900000095,1.580000043,0.07,0.100000001
01/01/2014,0.779999971,0.119999997,2.859999895,1.649999976,0.039999999,0.07
01/02/2014,0.689999998,0.119999997,2.710000038,1.519999981,0.050000001,0.079999998
01/03/2014,0.819999993,0.129999995,2.720000029,1.639999986,0.050000001,0.079999998
01/04/2014,0.879999995,0.109999999,2.710000038,1.700000048,0.029999999,0.050000001
01/05/2014,0.829999983,0.100000001,2.559999943,1.590000033,0.029999999,0.050000001
01/06/2014,0.899999976,0.100000001,2.599999905,1.679999948,0.039999999,0.059999999
01/07/2014,0.970000029,0.109999999,2.539999962,1.700000048,0.029999999,0.059999999
01/08/2014,0.930000007,0.109999999,2.420000076,1.629999995,0.029999999,0.050000001
01/09/2014,1.049999952,0.109999999,2.529999971,1.769999981,0.02,0.039999999
01/10/2014,0.879999995,0.100000001,2.299999952,1.549999952,0.02,0.050000001
01/11/2014,0.959999979,0.129999995,2.329999924,1.620000005,0.02,0.07
01/12/2014,1.059999943,0.209999993,2.210000038,1.639999986,0.029999999,0.109999999
01/01/2015,0.899999976,0.200000003,1.879999995,1.370000005,0.029999999,0.079999998
01/02/2015,0.99000001,0.219999999,1.980000019,1.470000029,0.02,0.07
01/03/2015,1.019999981,0.25,2.039999962,1.519999981,0.029999999,0.109999999
01/04/2015,0.870000005,0.230000004,1.940000057,1.350000024,0.02,0.090000004
01/05/2015,0.980000019,0.239999995,2.200000048,1.539999962,0.02,0.079999998
01/06/2015,1.070000052,0.280000001,2.359999895,1.679999948,0.02,0.090000004
01/07/2015,1.029999971,0.300000012,2.319999933,1.629999995,0.029999999,0.119999997
01/08/2015,1.029999971,0.379999995,2.170000076,1.539999962,0.07,0.219999999
01/09/2015,1.00999999,0.370000005,2.170000076,1.49000001,0.02,0.180000007
01/10/2015,0.930000007,0.25999999,2.069999933,1.389999986,0.02,0.109999999
01/11/2015,1.200000048,0.479999989,2.25999999,1.669999957,0.129999995,0.330000013
01/12/2015,1.279999971,0.649999976,2.24000001,1.700000048,0.230000004,0.5
01/01/2016,1.139999986,0.540000021,2.089999914,1.519999981,0.25999999,0.430000007
01/02/2016,0.899999976,0.529999971,1.779999971,1.220000029,0.310000002,0.449999988
01/03/2016,1.039999962,0.660000026,1.889999986,1.379999995,0.300000012,0.469999999
01/04/2016,0.920000017,0.560000002,1.809999943,1.25999999,0.230000004,0.370000005
01/05/2016,0.970000029,0.589999974,1.809999943,1.299999952,0.280000001,0.419999987
01/06/2016,0.860000014,0.550000012,1.639999986,1.169999957,0.270000011,0.400000006
01/07/2016,0.790000021,0.50999999,1.5,1.070000052,0.300000012,0.400000006
01/08/2016,0.850000024,0.569999993,1.559999943,1.129999995,0.300000012,0.449999988
01/09/2016,0.899999976,0.589999974,1.629999995,1.179999948,0.289999992,0.469999999
01/10/2016,0.99000001,0.660000026,1.75999999,1.269999981,0.330000013,0.479999989
01/11/2016,1.220000029,0.74000001,2.140000105,1.600000024,0.449999988,0.579999983
01/12/2016,1.49000001,0.870000005,2.49000001,1.960000038,0.50999999,0.639999986
01/01/2017,1.480000019,0.829999983,2.430000067,1.919999957,0.519999981,0.620000005
01/02/2017,1.470000029,0.819999993,2.420000076,1.899999976,0.529999971,0.649999976
01/03/2017,1.590000033,1.00999999,2.480000019,2.00999999,0.75,0.889999986
01/04/2017,1.440000057,1.039999962,2.299999952,1.820000052,0.810000002,0.949999988
01/05/2017,1.480000019,1.120000005,2.299999952,1.840000033,0.899999976,1.039999962
01/06/2017,1.49000001,1.200000048,2.190000057,1.769999981,1,1.110000014
01/07/2017,1.539999962,1.220000029,2.319999933,1.870000005,1.090000033,1.129999995
01/08/2017,1.480000019,1.230000019,2.210000038,1.779999971,1.029999971,1.129999995
01/09/2017,1.50999999,1.279999971,2.200000048,1.799999952,1.049999952,1.169999957
01/10/2017,1.679999948,1.399999976,2.359999895,1.980000019,1.090000033,1.25
01/11/2017,1.809999943,1.559999943,2.349999905,2.049999952,1.25,1.389999986
01/12/2017,1.960000038,1.700000048,2.400000095,2.180000067,1.340000033,1.5
01/01/2018,2.150000095,1.799999952,2.579999924,2.380000114,1.429999948,1.620000005
01/02/2018,2.359999895,1.960000038,2.859999895,2.599999905,1.590000033,1.789999962
01/03/2018,2.420000076,2.059999943,2.839999914,2.630000114,1.730000019,1.919999957
01/04/2018,2.519999981,2.150000095,2.869999886,2.700000048,1.789999962,1.980000019
01/05/2018,2.660000086,2.269999981,2.980000019,2.819999933,1.899999976,2.069999933
